id,event_date,event_name,weight_class,winner,red_fighter,blue_fighter,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_age,blue_age,red_odds,blue_odds,red_avg_td_landed,blue_avg_td_landed,height_diff,reach_diff,avg_td_diff,red_win
1416,2022-03-12,,Light Heavyweight,Red,Khalil Rountree Jr.,Karl Roberson,185.42,185.42,193.04,187.96,32,31,125.0,-145.0,0.0,0.72,0.0,5.079999999999984,-0.72,1
1417,2022-03-12,,Lightweight,Red,Drew Dober,Terrance McKinney,172.72,177.8,177.8,185.42,33,27,-155.0,135.0,0.67,3.45,-5.0800000000000125,-7.619999999999976,-2.7800000000000002,1
1418,2022-03-12,,Middleweight,Red,Alex Pereira,Bruno Silva,193.04,182.88,200.66,187.96,34,32,-220.0,180.0,0.17,0.93,10.159999999999997,12.699999999999989,-0.76,1
1419,2022-03-12,,Welterweight,Red,Matthew Semelsberger,AJ Fletcher,185.42,177.8,190.5,170.18,29,25,-195.0,165.0,1.02,1.54,7.619999999999976,20.319999999999993,-0.52,1
1420,2022-03-12,,Women's Flyweight,Red,JJ Aldrich,Gillian Robertson,165.1,165.1,170.18,160.02,29,26,100.0,-120.0,0.66,2.48,0.0,10.159999999999997,-1.8199999999999998,1
1421,2022-03-12,,Bantamweight,Blue,Trevin Jones,Javid Basharat,170.18,175.26,177.8,175.26,31,26,160.0,-190.0,0.62,1.7,-5.079999999999984,2.5400000000000205,-1.08,0
1422,2022-03-12,,Featherweight,Red,Damon Jackson,Kamuela Kirk,180.34,177.8,180.34,190.5,33,27,-130.0,110.0,2.34,1.5,2.539999999999992,-10.159999999999997,0.8399999999999999,1
1423,2022-03-12,,Women's Flyweight,Blue,Sabina Mazo,Miranda Maverick,170.18,160.02,177.8,165.1,24,24,280.0,-365.0,0.65,2.43,10.159999999999997,12.700000000000017,-1.7800000000000002,0
1424,2022-03-12,,Middleweight,Blue,Dalcha Lungiambula,Cody Brundage,172.72,182.88,193.04,182.88,34,27,-145.0,125.0,2.14,2.31,-10.159999999999997,10.159999999999997,-0.16999999999999993,0
1425,2022-03-12,,Bantamweight,Blue,Kris Moutinho,Guido Cannetti,170.18,167.64,172.72,172.72,29,42,-160.0,140.0,0.0,2.27,2.5400000000000205,0.0,-2.27,0
1426,2022-03-12,,Light Heavyweight,Blue,Tafon Nchukwi,Azamat Murzakanov,182.88,177.8,195.58,180.34,27,32,170.0,-200.0,0.76,0.62,5.079999999999984,15.240000000000009,0.14,0
1427,2022-03-05,,Welterweight,Red,Colby Covington,Jorge Masvidal,180.34,180.34,182.88,187.96,34,37,-310.0,245.0,3.79,1.38,0.0,-5.0800000000000125,2.41,1
1428,2022-03-05,,Catch Weight,Red,Rafael Dos Anjos,Renato Moicano,172.72,180.34,177.8,182.88,37,32,-190.0,160.0,1.95,1.89,-7.6200000000000045,-5.079999999999984,0.06000000000000005,1
1429,2022-03-05,,Featherweight,Blue,Edson Barboza,Bryce Mitchell,180.34,177.8,190.5,177.8,36,27,150.0,-170.0,0.45,3.45,2.539999999999992,12.699999999999989,-3.0,0
1430,2022-03-05,,Welterweight,Red,Kevin Holland,Alex Oliveira,190.5,180.34,205.74,193.04,29,34,-435.0,330.0,0.84,2.35,10.159999999999997,12.700000000000017,-1.5100000000000002,1
1431,2022-03-05,,Heavyweight,Red,Serghei Spivac,Greg Hardy,190.5,195.58,198.12,203.2,27,33,-180.0,155.0,4.63,0.2,-5.0800000000000125,-5.079999999999984,4.43,1
1432,2022-03-05,,Lightweight,Red,Jalin Turner,Jamie Mullarkey,190.5,182.88,195.58,187.96,26,27,-160.0,140.0,0.79,2.31,7.6200000000000045,7.6200000000000045,-1.52,1
1433,2022-03-05,,Women's Strawweight,Red,Marina Rodriguez,Yan Xiaonan,167.64,165.1,165.1,160.02,34,32,-305.0,240.0,0.23,1.0,2.539999999999992,5.079999999999984,-0.77,1
1434,2022-03-05,,Light Heavyweight,Red,Nicolae Negumereanu,Kennedy Nzechukwu,182.88,195.58,198.12,210.82,27,29,115.0,-135.0,1.02,0.6,-12.700000000000017,-12.699999999999989,0.42000000000000004,1
1435,2022-03-05,,Women's Flyweight,Red,Maryna Moroz,Mariya Agapova,170.18,167.64,170.18,172.72,30,24,145.0,-165.0,0.7,0.55,2.5400000000000205,-2.539999999999992,0.1499999999999999,1
1436,2022-03-05,,Featherweight,Blue,Brian Kelleher,Umar Nurmagomedov,167.64,172.72,167.64,175.26,35,26,650.0,-1000.0,1.68,3.98,-5.0800000000000125,-7.6200000000000045,-2.3,0
1437,2022-03-05,,Flyweight,Red,Tim Elliott,Tagir Ulanbekov,170.18,170.18,167.64,177.8,35,30,190.0,-235.0,3.73,3.71,0.0,-10.160000000000025,0.020000000000000018,1
1438,2022-03-05,,Lightweight,Blue,Devonte Smith,Ludovit Klein,175.26,170.18,193.04,182.88,28,27,-145.0,125.0,0.35,1.66,5.079999999999984,10.159999999999997,-1.31,0
1439,2022-03-05,,Light Heavyweight,Red,Dustin Jacoby,Michal Oleksiejczuk,190.5,182.88,193.04,187.96,33,27,-195.0,165.0,0.36,1.08,7.6200000000000045,5.079999999999984,-0.7200000000000001,1
1440,2022-02-26,,Catch Weight,Red,Islam Makhachev,Bobby Green,177.8,177.8,177.8,180.34,30,35,-760.0,525.0,3.19,1.23,0.0,-2.539999999999992,1.96,1
1441,2022-02-26,,Middleweight,Blue,Misha Cirkunov,Wellington Turman,190.5,182.88,195.58,182.88,34,25,-150.0,130.0,4.15,1.55,7.6200000000000045,12.700000000000017,2.6000000000000005,0
1442,2022-02-26,,Women's Flyweight,Blue,Ji Yeon Kim,Priscila Cachoeira,170.18,170.18,182.88,165.1,32,33,-180.0,155.0,0.0,0.15,0.0,17.78,-0.15,0
1443,2022-02-26,,Lightweight,Red,Arman Tsarukyan,Joel Alvarez,170.18,190.5,182.88,195.58,25,28,-265.0,215.0,3.25,0.0,-20.319999999999993,-12.700000000000017,3.25,1
1444,2022-02-26,,Middleweight,Red,Armen Petrosyan,Gregory Rodrigues,190.5,190.5,180.34,190.5,31,30,120.0,-140.0,0.22,2.74,0.0,-10.159999999999997,-2.52,1
1445,2022-02-26,,Lightweight,Blue,Rongzhu,Ignacio Bahamondes,175.26,190.5,182.88,190.5,21,24,,-210.0,2.09,0.0,-15.240000000000009,-7.6200000000000045,2.09,0
1446,2022-02-26,,Women's Featherweight,Red,Josiane Nunes,Ramona Pascual,157.48,170.18,170.18,167.64,28,33,-305.0,240.0,0.0,1.81,-12.700000000000017,2.5400000000000205,-1.81,1
1447,2022-02-26,,Lightweight,Red,Terrance McKinney,Fares Ziam,177.8,185.42,185.42,190.5,27,24,-105.0,-115.0,3.45,0.81,-7.619999999999976,-5.0800000000000125,2.64,1
1448,2022-02-26,,Featherweight,Blue,Alejandro Perez,Jonathan Martinez,167.64,172.72,170.18,177.8,32,27,245.0,-310.0,0.54,0.41,-5.0800000000000125,-7.6200000000000045,0.13000000000000006,0
1449,2022-02-26,,Welterweight,Red,Ramiz Brahimaj,Micheal Gillmore,177.8,180.34,182.88,182.88,29,34,-425.0,320.0,1.61,0.0,-2.539999999999992,0.0,1.61,1
1450,2022-02-26,,Flyweight,Blue,Victor Altamirano,Carlos Hernandez,172.72,172.72,177.8,170.18,31,28,150.0,-170.0,3.43,1.08,0.0,7.6200000000000045,2.35,0
1451,2022-02-19,,Light Heavyweight,Blue,Johnny Walker,Jamahal Hill,198.12,193.04,208.28,200.66,29,30,185.0,-225.0,0.45,0.0,5.0800000000000125,7.6200000000000045,0.45,0
1452,2022-02-19,,Catch Weight,Red,Kyle Daukaus,Jamie Pickett,190.5,187.96,193.04,203.2,28,33,-335.0,260.0,2.12,1.26,2.539999999999992,-10.159999999999997,0.8600000000000001,1
1453,2022-02-19,,Heavyweight,Red,Parker Porter,Alan Baudot,182.88,190.5,190.5,200.66,36,34,-280.0,225.0,1.35,0.0,-7.6200000000000045,-10.159999999999997,1.35,1
1454,2022-02-19,,Lightweight,Red,Jim Miller,Nikolas Motta,172.72,175.26,180.34,177.8,38,29,150.0,-170.0,1.53,0.0,-2.539999999999992,2.539999999999992,1.53,1
1455,2022-02-19,,Middleweight,Red,Joaquin Buckley,Abdul Razak Alhassan,177.8,177.8,193.04,185.42,27,36,-155.0,135.0,1.69,0.88,0.0,7.6200000000000045,0.8099999999999999,1
1456,2022-02-19,,Featherweight,Blue,Gabriel Benitez,David Onama,172.72,180.34,180.34,187.96,33,27,165.0,-195.0,0.22,0.67,-7.6200000000000045,-7.6200000000000045,-0.45000000000000007,0
1457,2022-02-19,,Women's Bantamweight,Blue,Jessica-Rose Clark,Stephanie Egger,165.1,167.64,162.56,172.72,34,33,-165.0,145.0,1.66,2.48,-2.539999999999992,-10.159999999999997,-0.8200000000000001,0
1458,2022-02-19,,Featherweight,Red,Chas Skelly,Mark Striegl,180.34,172.72,182.88,177.8,36,33,-210.0,175.0,1.74,0.0,7.6200000000000045,5.079999999999984,1.74,1
1459,2022-02-19,,Women's Strawweight,Blue,Diana Belbita,Gloria de Paula,170.18,165.1,172.72,170.18,25,26,-125.0,105.0,0.91,0.74,5.0800000000000125,2.539999999999992,0.17000000000000004,0
1460,2022-02-19,,Bantamweight,Red,Chad Anheliger,Jesse Strader,167.64,170.18,162.56,177.8,35,30,-240.0,195.0,0.82,3.87,-2.5400000000000205,-15.240000000000009,-3.0500000000000003,1
1461,2022-02-19,,Featherweight,Red,Jonathan Pearce,Christian Rodriguez,182.88,170.18,180.34,180.34,29,24,-350.0,270.0,5.24,1.07,12.699999999999989,0.0,4.17,1
1462,2022-02-19,,Bantamweight,Red,Mario Bautista,Jay Perrin,175.26,170.18,175.26,170.18,28,28,-350.0,270.0,2.25,2.83,5.079999999999984,5.079999999999984,-0.5800000000000001,1
1463,2022-02-12,,Middleweight,Red,Israel Adesanya,Robert Whittaker,193.04,182.88,203.2,185.42,32,31,-310.0,245.0,0.05,0.8,10.159999999999997,17.78,-0.75,1
1464,2022-02-12,,Heavyweight,Blue,Derrick Lewis,Tai Tuivasa,190.5,187.96,200.66,190.5,37,28,-165.0,145.0,0.57,0.0,2.539999999999992,10.159999999999997,0.57,0
1465,2022-02-12,,Middleweight,Red,Jared Cannonier,Derek Brunson,180.34,185.42,195.58,195.58,37,38,-160.0,140.0,0.42,3.14,-5.079999999999984,0.0,-2.72,1
1466,2022-02-12,,Lightweight,Blue,Alexander Hernandez,Renato Moicano,175.26,180.34,182.88,182.88,29,32,130.0,-150.0,1.06,1.89,-5.0800000000000125,0.0,-0.8299999999999998,0
1467,2022-02-12,,Lightweight,Red,Bobby Green,Nasrat Haqparast,177.8,177.8,180.34,182.88,35,26,-155.0,135.0,1.23,0.28,0.0,-2.539999999999992,0.95,1
1468,2022-02-12,,Heavyweight,Red,Andrei Arlovski,Jared Vanderaa,190.5,193.04,195.58,203.2,43,29,-145.0,-160.0,0.37,0.18,-2.539999999999992,-7.619999999999976,0.19,1
1469,2022-02-12,,Women's Flyweight,Blue,Roxanne Modafferi,Casey O'Neill,170.18,167.64,175.26,175.26,39,24,270.0,-350.0,1.35,1.45,2.5400000000000205,0.0,-0.09999999999999987,0
1470,2022-02-12,,Bantamweight,Red,Kyler Phillips,Marcelo Rojo,172.72,172.72,182.88,180.34,26,33,-435.0,330.0,2.41,0.46,0.0,2.539999999999992,1.9500000000000002,1
1471,2022-02-12,,Light Heavyweight,Red,Carlos Ulberg,Fabio Cherant,193.04,185.42,195.58,187.96,31,27,-265.0,215.0,0.95,0.0,7.6200000000000045,7.6200000000000045,0.95,1
1472,2022-02-12,,Bantamweight,Blue,Mana Martinez,Ronnie Lawrence,177.8,172.72,177.8,172.72,25,29,260.0,-335.0,0.72,6.75,5.0800000000000125,5.0800000000000125,-6.03,0
1473,2022-02-12,,Middleweight,Blue,AJ Dobson,Jacob Malkoun,185.42,175.26,193.04,185.42,30,26,-110.0,-110.0,1.67,6.62,10.159999999999997,7.6200000000000045,-4.95,0
1474,2022-02-12,,Bantamweight,Red,Douglas Silva de Andrade,Sergey Morozov,170.18,167.64,172.72,170.18,36,32,175.0,-210.0,0.55,3.63,2.5400000000000205,2.539999999999992,-3.08,1
1475,2022-02-12,,Welterweight,Red,Jeremiah Wells,Blood Diamond,175.26,180.34,187.96,193.04,35,33,-240.0,,3.08,0.0,-5.0800000000000125,-5.079999999999984,3.08,1
1476,2022-02-12,,Heavyweight,Blue,William Knight,Maxim Grishin,177.8,190.5,185.42,198.12,33,37,140.0,-160.0,1.78,0.21,-12.699999999999989,-12.700000000000017,1.57,0
1477,2022-02-05,,Middleweight,Blue,Jack Hermansson,Sean Strickland,185.42,185.42,195.58,193.04,33,30,200.0,-250.0,1.53,0.78,0.0,2.5400000000000205,0.75,0
1478,2022-02-05,,Middleweight,Blue,Punahele Soriano,Nick Maximov,180.34,182.88,182.88,193.04,29,24,-190.0,160.0,1.48,4.16,-2.539999999999992,-10.159999999999997,-2.68,0
1479,2022-02-05,,Welterweight,Red,Shavkat Rakhmonov,Carlston Harris,185.42,182.88,195.58,193.04,27,34,-280.0,225.0,1.49,1.97,2.539999999999992,2.5400000000000205,-0.48,1
1480,2022-02-05,,Light Heavyweight,Blue,Sam Alvey,Brendan Allen,187.96,187.96,190.5,190.5,35,26,300.0,-400.0,0.06,1.74,0.0,0.0,-1.68,0
1481,2022-02-05,,Middleweight,Blue,Tresean Gore,Bryan Battle,182.88,185.42,190.5,195.58,27,27,-135.0,100.0,3.04,1.12,-2.539999999999992,-5.0800000000000125,1.92,0
1482,2022-02-05,,Featherweight,Red,Julian Erosa,Steven Peterson,185.42,177.8,187.96,177.8,32,31,-310.0,245.0,1.69,1.42,7.619999999999976,10.159999999999997,0.27,1
1483,2022-02-05,,Bantamweight,Blue,Miles Johns,John Castaneda,170.18,167.64,167.64,180.34,27,30,,,1.02,1.79,2.5400000000000205,-12.700000000000017,-0.77,0
1484,2022-02-05,,Featherweight,Red,Hakeem Dawodu,Michael Trizano,172.72,180.34,185.42,180.34,30,30,,,0.0,0.36,-7.6200000000000045,5.079999999999984,-0.36,1
1485,2022-02-05,,Middleweight,Red,Chidi Njokuani,Marc-Andre Barriault,190.5,185.42,203.2,187.96,33,31,,,0.0,0.21,5.0800000000000125,15.23999999999998,-0.21,1
1486,2022-02-05,,Women's Bantamweight,Red,Alexis Davis,Julija Stoliarenko,167.64,170.18,172.72,167.64,37,28,,,0.95,0.93,-2.5400000000000205,5.0800000000000125,0.019999999999999907,1
1487,2022-02-05,,Light Heavyweight,Red,Jailton Almeida,Danilo Marques,190.5,198.12,200.66,195.58,30,36,,,6.85,3.93,-7.6200000000000045,5.079999999999984,2.9199999999999995,1
1488,2022-02-05,,Welterweight,Blue,Jason Witt,Phil Rowe,177.8,190.5,177.8,203.2,35,31,,,6.9,0.7,-12.699999999999989,-25.399999999999977,6.2,0
1489,2022-02-05,,Flyweight,Red,Malcolm Gordon,Denys Bondar,170.18,167.64,180.34,175.26,31,29,,,1.72,3.99,2.5400000000000205,5.0800000000000125,-2.2700000000000005,1
1490,2022-01-22,,Heavyweight,Red,Francis Ngannou,Ciryl Gane,193.04,193.04,210.82,205.74,35,31,135.0,-160.0,0.76,0.61,0.0,5.079999999999984,0.15000000000000002,1
1491,2022-01-22,,Flyweight,Blue,Brandon Moreno,Deiveson Figueiredo,170.18,165.1,177.8,172.72,28,34,-195.0,165.0,1.73,1.44,5.0800000000000125,5.0800000000000125,0.29000000000000004,0
1492,2022-01-22,,Welterweight,Red,Michel Pereira,Andre Fialho,185.42,182.88,185.42,187.96,28,27,-300.0,240.0,1.58,0.0,2.539999999999992,-2.5400000000000205,1.58,1
1493,2022-01-22,,Bantamweight,Blue,Cody Stamann,Said Nurmagomedov,167.64,172.72,162.56,177.8,32,29,155.0,-180.0,2.34,1.03,-5.0800000000000125,-15.240000000000009,1.3099999999999998,0
1494,2022-01-22,,Welterweight,Red,Michael Morales,Trevin Giles,182.88,182.88,200.66,187.96,22,29,-110.0,-110.0,1.66,1.27,0.0,12.699999999999989,0.3899999999999999,1
1495,2022-01-22,,Bantamweight,Blue,Raoni Barcelos,Victor Henry,170.18,170.18,170.18,172.72,34,34,-500.0,380.0,1.8,0.0,0.0,-2.539999999999992,1.8,0
1496,2022-01-22,,Welterweight,Red,Jack Della Maddalena,Pete Rodriguez,180.34,175.26,185.42,180.34,25,25,-420.0,330.0,0.36,0.0,5.0800000000000125,5.079999999999984,0.36,1
1497,2022-01-22,,Bantamweight,Red,Tony Gravely,Saimon Oliveira,165.1,162.56,175.26,182.88,30,30,-260.0,210.0,5.4,1.21,2.539999999999992,-7.6200000000000045,4.19,1
1498,2022-01-22,,Lightweight,Red,Matt Frevola,Genaro Valdez,175.26,175.26,180.34,182.88,31,30,-200.0,170.0,2.26,1.54,0.0,-2.539999999999992,0.7199999999999998,1
1499,2022-01-22,,Women's Strawweight,Blue,Silvana Gomez Juarez,Vanessa Demopoulos,160.02,157.48,165.1,149.86,37,33,125.0,-150.0,0.0,0.58,2.5400000000000205,15.23999999999998,-0.58,0
1500,2022-01-22,,Women's Flyweight,Blue,Kay Hansen,Jasmine Jasudavicius,157.48,170.18,160.02,172.72,22,32,-190.0,160.0,1.83,2.2,-12.700000000000017,-12.699999999999989,-0.3700000000000001,0
1501,2022-01-15,,Featherweight,Red,Calvin Kattar,Giga Chikadze,180.34,182.88,182.88,187.96,33,33,185.0,-225.0,0.39,0.21,-2.539999999999992,-5.0800000000000125,0.18000000000000002,1
1502,2022-01-15,,Heavyweight,Red,Jake Collier,Chase Sherman,190.5,193.04,198.12,198.12,33,32,-140.0,120.0,0.71,0.09,-2.539999999999992,0.0,0.62,1
1503,2022-01-15,,Flyweight,Red,Brandon Royval,Rogerio Bontorin,175.26,165.1,172.72,170.18,29,29,-155.0,135.0,0.47,2.9,10.159999999999997,2.539999999999992,-2.4299999999999997,1
1504,2022-01-15,,Women's Flyweight,Red,Katlyn Chookagian,Jennifer Maia,175.26,162.56,172.72,162.56,33,33,-210.0,175.0,0.31,0.42,12.699999999999989,10.159999999999997,-0.10999999999999999,1
1505,2022-01-15,,Lightweight,Blue,Dakota Bush,Viacheslav Borshchev,177.8,180.34,185.42,175.26,27,30,185.0,-225.0,2.4,0.0,-2.539999999999992,10.159999999999997,2.4,0
1506,2022-01-15,,Featherweight,Red,Bill Algeo,Joanderson Brito,182.88,172.72,185.42,182.88,32,26,135.0,-155.0,1.03,3.11,10.159999999999997,2.539999999999992,-2.08,1
1507,2022-01-15,,Middleweight,Red,Jamie Pickett,Joseph Holmes,187.96,193.04,203.2,203.2,33,26,125.0,-145.0,1.26,1.49,-5.079999999999984,0.0,-0.22999999999999998,1
1508,2022-01-15,,Welterweight,Red,Court McGee,Ramiz Brahimaj,180.34,177.8,190.5,182.88,37,29,105.0,-125.0,1.84,1.61,2.539999999999992,7.6200000000000045,0.22999999999999998,1
1509,2022-01-15,,Featherweight,Red,Brian Kelleher,Kevin Croom,167.64,180.34,167.64,185.42,35,34,-380.0,290.0,1.68,0.48,-12.700000000000017,-17.78,1.2,1
1510,2022-01-15,,Lightweight,Red,TJ Brown,Charles Rosa,175.26,175.26,182.88,175.26,31,35,-220.0,180.0,3.41,1.67,0.0,7.6200000000000045,1.7400000000000002,1
1511,2021-12-18,,Heavyweight,Red,Derrick Lewis,Chris Daukaus,190.5,190.5,200.66,193.04,36,32,120.0,-140.0,0.57,0.0,0.0,7.6200000000000045,0.57,1
1512,2021-12-18,,Welterweight,Blue,Stephen Thompson,Belal Muhammad,182.88,180.34,190.5,182.88,38,33,-235.0,190.0,0.26,2.28,2.539999999999992,7.6200000000000045,-2.0199999999999996,0
1513,2021-12-18,,Women's Strawweight,Red,Amanda Lemos,Angela Hill,162.56,160.02,165.1,162.56,34,36,-290.0,230.0,0.9,0.8,2.539999999999992,2.539999999999992,0.09999999999999998,1
1514,2021-12-18,,Bantamweight,Blue,Raphael Assuncao,Ricky Simon,165.1,167.64,167.64,175.26,39,29,235.0,-300.0,1.65,5.2,-2.539999999999992,-7.6200000000000045,-3.5500000000000003,0
1515,2021-12-18,,Lightweight,Blue,Diego Ferreira,Mateusz Gamrot,175.26,177.8,187.96,177.8,36,31,200.0,-250.0,0.96,5.25,-2.5400000000000205,10.159999999999997,-4.29,0
1516,2021-12-18,,Featherweight,Red,Cub Swanson,Darren Elkins,172.72,177.8,177.8,180.34,38,37,-160.0,140.0,1.04,2.85,-5.0800000000000125,-2.539999999999992,-1.81,1
1517,2021-12-18,,Middleweight,Blue,Dustin Stoltzfus,Gerald Meerschaert,182.88,185.42,190.5,195.58,30,34,190.0,-235.0,2.45,2.17,-2.539999999999992,-5.0800000000000125,0.28000000000000025,0
1518,2021-12-18,,Heavyweight,Red,Justin Tafa,Harry Hunsucker,182.88,187.96,187.96,190.5,28,32,-320.0,250.0,0.0,0.0,-5.0800000000000125,-2.539999999999992,0.0,1
1519,2021-12-18,,Women's Flyweight,Blue,Sijara Eubanks,Melissa Gatto,162.56,165.1,170.18,175.26,36,25,-165.0,145.0,1.9,1.47,-2.539999999999992,-5.079999999999984,0.42999999999999994,0
1520,2021-12-18,,Featherweight,Red,Charles Jourdain,Andre Ewell,175.26,172.72,175.26,190.5,26,33,-235.0,190.0,0.35,0.36,2.539999999999992,-15.240000000000009,-0.010000000000000009,1
1521,2021-12-18,,Women's Featherweight,Red,Raquel Pennington,Macy Chiasson,170.18,180.34,170.18,182.88,33,30,-135.0,115.0,0.9,2.37,-10.159999999999997,-12.699999999999989,-1.4700000000000002,1
1522,2021-12-18,,Heavyweight,Red,Don'Tale Mayes,Josh Parisian,198.12,193.04,205.74,200.66,29,32,-165.0,145.0,0.65,0.98,5.0800000000000125,5.0800000000000125,-0.32999999999999996,1
1523,2021-12-18,,Lightweight,Red,Jordan Leavitt,Matt Sayles,175.26,170.18,180.34,172.72,26,27,-140.0,120.0,2.19,0.36,5.079999999999984,7.6200000000000045,1.83,1
1524,2021-12-11,,Lightweight,Red,Charles Oliveira,Dustin Poirier,177.8,175.26,187.96,182.88,32,32,110.0,-130.0,2.17,1.24,2.5400000000000205,5.0800000000000125,0.9299999999999999,1
1525,2021-12-11,,Women's Bantamweight,Blue,Amanda Nunes,Julianna Pena,172.72,167.64,175.26,175.26,33,32,-1125.0,700.0,2.73,1.94,5.0800000000000125,0.0,0.79,0
1526,2021-12-11,,Welterweight,Red,Geoff Neal,Santiago Ponzinibbio,180.34,182.88,190.5,185.42,31,35,110.0,-130.0,0.46,0.59,-2.539999999999992,5.0800000000000125,-0.12999999999999995,1
1527,2021-12-11,,Flyweight,Red,Kai Kara-France,Cody Garbrandt,162.56,172.72,175.26,165.1,28,30,125.0,-145.0,0.61,1.03,-10.159999999999997,10.159999999999997,-0.42000000000000004,1
1528,2021-12-11,,Bantamweight,Blue,Raulian Paiva,Sean O'Malley,172.72,180.34,175.26,182.88,26,27,240.0,-305.0,0.65,0.35,-7.6200000000000045,-7.6200000000000045,0.30000000000000004,0
1529,2021-12-11,,Featherweight,Red,Josh Emmett,Dan Ige,167.64,170.18,177.8,180.34,36,30,-130.0,110.0,0.91,0.99,-2.5400000000000205,-2.539999999999992,-0.07999999999999996,1
1530,2021-12-11,,Bantamweight,Blue,Pedro Munhoz,Dominick Cruz,167.64,172.72,165.1,172.72,35,36,-110.0,-110.0,0.51,2.82,-5.0800000000000125,-7.6200000000000045,-2.3099999999999996,0
1531,2021-12-11,,Heavyweight,Blue,Augusto Sakai,Tai Tuivasa,190.5,187.96,195.58,190.5,30,28,105.0,-125.0,0.23,0.0,2.539999999999992,5.0800000000000125,0.23,0
1532,2021-12-11,,Middleweight,Blue,Jordan Wright,Bruno Silva,187.96,182.88,195.58,187.96,30,32,245.0,-310.0,2.09,0.93,5.0800000000000125,7.6200000000000045,1.1599999999999997,0
1533,2021-12-11,,Middleweight,Red,Andre Muniz,Eryk Anders,185.42,185.42,198.12,190.5,31,34,-200.0,170.0,4.23,1.79,0.0,7.6200000000000045,2.4400000000000004,1
1534,2021-12-11,,Women's Flyweight,Blue,Miranda Maverick,Erin Blanchfield,160.02,162.56,165.1,167.64,24,22,-150.0,130.0,2.43,2.05,-2.539999999999992,-2.539999999999992,0.38000000000000034,0
1535,2021-12-11,,Featherweight,Red,Ryan Hall,Darrick Minner,177.8,170.18,177.8,175.26,36,31,-165.0,145.0,0.22,2.4,7.6200000000000045,2.5400000000000205,-2.1799999999999997,1
1536,2021-12-11,,Bantamweight,Blue,Randy Costa,Tony Kelley,175.26,175.26,185.42,177.8,27,34,-200.0,170.0,0.0,0.0,0.0,7.619999999999976,0.0,0
1537,2021-12-11,,Women's Flyweight,Red,Gillian Robertson,Priscila Cachoeira,165.1,170.18,160.02,165.1,26,33,-350.0,270.0,2.48,0.15,-5.0800000000000125,-5.079999999999984,2.33,1
1538,2021-12-04,,Bantamweight,Blue,Rob Font,Jose Aldo,172.72,170.18,180.34,177.8,34,35,-130.0,110.0,0.89,0.51,2.539999999999992,2.539999999999992,0.38,0
1539,2021-12-04,,Lightweight,Blue,Brad Riddell,Rafael Fiziev,170.18,172.72,180.34,180.34,30,28,105.0,-125.0,1.77,0.29,-2.539999999999992,0.0,1.48,0
1540,2021-12-04,,Light Heavyweight,Blue,Jimmy Crute,Jamahal Hill,187.96,193.04,187.96,200.66,25,30,-195.0,165.0,4.84,0.0,-5.079999999999984,-12.699999999999989,4.84,0
1541,2021-12-04,,Lightweight,Red,Clay Guida,Leonardo Santos,170.18,182.88,177.8,190.5,39,41,180.0,-220.0,3.13,0.88,-12.699999999999989,-12.699999999999989,2.25,1
1542,2021-12-04,,Middleweight,Blue,Brendan Allen,Chris Curtis,187.96,177.8,190.5,190.5,25,34,-365.0,280.0,1.74,0.0,10.159999999999997,0.0,1.74,0
1543,2021-12-04,,Welterweight,Red,Alex Morono,Mickey Gall,180.34,187.96,182.88,187.96,31,29,-250.0,200.0,0.36,1.18,-7.6200000000000045,-5.0800000000000125,-0.82,1
1544,2021-12-04,,Middleweight,Blue,Maki Pitolo,Dusko Todorovic,177.8,185.42,190.5,187.96,31,27,155.0,-180.0,2.24,0.96,-7.619999999999976,2.539999999999992,1.2800000000000002,0
1545,2021-12-04,,Flyweight,Red,Manel Kape,Zhalgas Zhumagulov,165.1,162.56,172.72,167.64,28,33,-320.0,250.0,0.54,1.3,2.539999999999992,5.0800000000000125,-0.76,1
1546,2021-12-04,,Welterweight,Red,Bryan Barberena,Darian Weeks,182.88,180.34,182.88,182.88,32,28,-145.0,125.0,0.13,2.0,2.539999999999992,0.0,-1.87,1
1547,2021-12-04,,Women's Strawweight,Red,Cheyanne Vlismas,Mallory Martin,160.02,162.56,160.02,160.02,26,27,-190.0,160.0,0.25,2.28,-2.539999999999992,0.0,-2.03,1
1548,2021-12-04,,Light Heavyweight,Blue,Alonzo Menifield,William Knight,182.88,177.8,193.04,185.42,34,33,-170.0,150.0,0.63,1.78,5.079999999999984,7.6200000000000045,-1.15,0
1549,2021-12-04,,Lightweight,Red,Claudio Puelles,Chris Gruetzemacher,177.8,172.72,182.88,172.72,25,35,-125.0,105.0,3.17,0.21,5.0800000000000125,10.159999999999997,2.96,1
1550,2021-12-04,,Bantamweight,Blue,Louis Smolka,Vince Morales,175.26,175.26,172.72,177.8,30,31,-165.0,145.0,1.69,0.14,0.0,-5.0800000000000125,1.5499999999999998,0
1551,2021-11-20,,Women's Bantamweight,Red,Ketlen Vieira,Miesha Tate,172.72,167.64,172.72,165.1,30,35,100.0,-120.0,1.51,2.02,5.0800000000000125,7.6200000000000045,-0.51,1
1552,2021-11-20,,Welterweight,Blue,Michael Chiesa,Sean Brady,185.42,177.8,190.5,182.88,33,28,160.0,-190.0,3.35,3.29,7.619999999999976,7.6200000000000045,0.06000000000000005,0
