id,event_date,event_name,weight_class,winner,red_fighter,blue_fighter,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_age,blue_age,red_odds,blue_odds,red_avg_td_landed,blue_avg_td_landed,height_diff,reach_diff,avg_td_diff,red_win
4015,2016-09-24,,Catch Weight,Red,Cris Cyborg,Lina Lansberg,172.72,170.18,172.72,165.1,31,34,-1000.0,650.0,0.0,,2.539999999999992,7.6200000000000045,,1
4016,2016-09-24,,Featherweight,Red,Renan Barao,Phillipe Nover,167.64,175.26,177.8,182.88,29,32,-640.0,470.0,1.2727,1.2,-7.6200000000000045,-5.079999999999984,0.07269999999999999,1
4017,2016-09-24,,Heavyweight,Red,Roy Nelson,Antonio Silva,182.88,193.04,182.88,203.2,40,37,-420.0,335.0,0.8824,0.0,-10.159999999999997,-20.319999999999993,0.8824,1
4018,2016-09-24,,Lightweight,Red,Francisco Trinaldo,Paul Felder,175.26,180.34,177.8,177.8,38,32,-155.0,135.0,0.8462,0.5,-5.0800000000000125,0.0,0.34619999999999995,1
4019,2016-09-24,,Middleweight,Blue,Thiago Santos,Eric Spicely,187.96,185.42,193.04,185.42,32,29,-800.0,550.0,0.125,0.0,2.5400000000000205,7.6200000000000045,0.125,0
4020,2016-09-24,,Featherweight,Red,Godofredo Pepey,Mike de la Torre,170.18,180.34,185.42,180.34,29,30,-110.0,-110.0,0.125,0.2,-10.159999999999997,5.079999999999984,-0.07500000000000001,1
4021,2016-09-24,,Lightweight,Blue,Gilbert Burns,Michel Prazeres,177.8,167.64,180.34,170.18,30,35,-245.0,205.0,1.6,4.0,10.160000000000025,10.159999999999997,-2.4,0
4022,2016-09-24,,Bantamweight,Red,Rani Yahya,Michinori Tanaka,167.64,165.1,170.18,170.18,32,25,-105.0,-115.0,2.3,3.0,2.539999999999992,0.0,-0.7000000000000002,1
4023,2016-09-24,,Flyweight,Red,Jussier Formiga,Dustin Ortiz,165.1,165.1,170.18,165.1,31,27,-210.0,175.0,1.5714,2.4286,0.0,5.0800000000000125,-0.8572,1
4024,2016-09-24,,Welterweight,Red,Erick Silva,Luan Chagas,182.88,182.88,187.96,190.5,32,23,130.0,-150.0,0.5,0.0,0.0,-2.539999999999992,0.5,1
4025,2016-09-24,,Lightweight,Red,Alan Patrick,Stevie Ray,180.34,177.8,187.96,177.8,33,26,145.0,-165.0,2.0,0.3333,2.539999999999992,10.159999999999997,1.6667,1
4026,2016-09-24,,Welterweight,Red,Vicente Luque,Hector Urbina,180.34,180.34,190.5,185.42,24,29,-580.0,440.0,1.3333,0.0,0.0,5.0800000000000125,1.3333,1
4027,2016-09-24,,Lightweight,Blue,Glaico Franca,Gregor Gillespie,182.88,170.18,195.58,180.34,25,29,-140.0,120.0,4.0,,12.699999999999989,15.240000000000009,,0
4028,2016-09-17,,Lightweight,Blue,Dustin Poirier,Michael Johnson,175.26,177.8,182.88,185.42,27,30,-165.0,145.0,1.0667,0.5,-2.5400000000000205,-2.539999999999992,0.5667,0
4029,2016-09-17,,Middleweight,Blue,Uriah Hall,Derek Brunson,182.88,185.42,200.66,195.58,32,32,160.0,-185.0,0.7778,1.5714,-2.539999999999992,5.079999999999984,-0.7935999999999999,0
4030,2016-09-17,,Lightweight,Red,Evan Dunham,Rick Glenn,177.8,182.88,177.8,177.8,34,27,-340.0,280.0,1.4375,,-5.079999999999984,0.0,,1
4031,2016-09-17,,Welterweight,Red,Roan Carneiro,Kenny Robertson,180.34,177.8,187.96,187.96,38,32,100.0,-120.0,2.2857,1.0,2.539999999999992,0.0,1.2856999999999998,1
4032,2016-09-17,,Lightweight,Blue,Chris Wade,Islam Makhachev,177.8,177.8,177.8,177.8,28,24,115.0,-135.0,2.2,1.5,0.0,0.0,0.7000000000000002,0
4033,2016-09-17,,Featherweight,Red,Chas Skelly,Maximo Blanco,180.34,172.72,182.88,180.34,31,32,-150.0,130.0,1.1667,1.375,7.6200000000000045,2.539999999999992,-0.20829999999999993,1
4034,2016-09-17,,Featherweight,Red,Gabriel Benitez,Sam Sicilia,172.72,172.72,180.34,170.18,28,30,100.0,-120.0,0.0,1.0,0.0,10.159999999999997,-1.0,1
4035,2016-09-17,,Welterweight,Blue,Augusto Montano,Belal Muhammad,185.42,180.34,185.42,182.88,31,28,375.0,-470.0,0.0,2.0,5.079999999999984,2.539999999999992,-2.0,0
4036,2016-09-17,,Middleweight,Red,Antonio Carlos Junior,Leonardo Augusto Leleco,187.96,182.88,200.66,185.42,26,34,-280.0,240.0,2.4,0.0,5.0800000000000125,15.240000000000009,2.4,1
4037,2016-09-17,,Bantamweight,Red,Jose Quinonez,Joey Gomez,172.72,177.8,175.26,180.34,26,27,125.0,-145.0,2.0,1.0,-5.0800000000000125,-5.0800000000000125,1.0,1
4038,2016-09-17,,Welterweight,Blue,Erick Montano,Randy Brown,182.88,190.5,185.42,198.12,30,26,425.0,-550.0,2.0,0.5,-7.6200000000000045,-12.700000000000017,1.5,0
4039,2016-09-10,,Heavyweight,Red,Stipe Miocic,Alistair Overeem,193.04,193.04,203.2,203.2,34,36,-145.0,125.0,1.4545,0.3333,0.0,0.0,1.1212,1
4040,2016-09-10,,Heavyweight,Red,Fabricio Werdum,Travis Browne,193.04,198.12,195.58,200.66,39,34,-265.0,225.0,0.5455,0.7143,-5.0800000000000125,-5.079999999999984,-0.16880000000000006,1
4041,2016-09-10,,Welterweight,Blue,CM Punk,Mickey Gall,185.42,187.96,185.42,187.96,37,24,345.0,-430.0,,0.0,-2.5400000000000205,-2.5400000000000205,,0
4042,2016-09-10,,Bantamweight,Blue,Urijah Faber,Jimmie Rivera,167.64,162.56,170.18,172.72,37,27,150.0,-170.0,1.5,1.0,5.079999999999984,-2.539999999999992,0.5,0
4043,2016-09-10,,Women's Strawweight,Red,Jessica Andrade,Joanne Calderwood,154.94,167.64,157.48,165.1,24,30,-130.0,110.0,1.625,2.0,-12.699999999999989,-7.6200000000000045,-0.375,1
4044,2016-09-10,,Women's Bantamweight,Blue,Jessica Eye,Bethe Correia,167.64,165.1,167.64,162.56,30,33,-125.0,105.0,0.1667,0.2,2.539999999999992,5.079999999999984,-0.033300000000000024,0
4045,2016-09-10,,Middleweight,Red,Brad Tavares,Caio Magalhaes,185.42,185.42,187.96,185.42,28,28,-220.0,180.0,1.1667,0.5,0.0,2.5400000000000205,0.6667000000000001,1
4046,2016-09-10,,Lightweight,Red,Nik Lentz,Michael McBride,172.72,185.42,172.72,190.5,32,30,-550.0,425.0,3.375,,-12.699999999999989,-17.78,,1
4047,2016-09-10,,Lightweight,Red,Drew Dober,Jason Gonzalez,172.72,187.96,177.8,187.96,27,26,-150.0,130.0,0.8333,,-15.240000000000009,-10.159999999999997,,1
4048,2016-09-10,,Welterweight,Red,Yancy Medeiros,Sean Spencer,177.8,177.8,190.5,190.5,29,29,-130.0,110.0,0.0,0.1429,0.0,0.0,-0.1429,1
4049,2016-09-03,,Heavyweight,Blue,Andrei Arlovski,Josh Barnett,190.5,190.5,195.58,198.12,37,38,110.0,-130.0,0.1,0.4444,0.0,-2.539999999999992,-0.34440000000000004,0
4050,2016-09-03,,Light Heavyweight,Red,Alexander Gustafsson,Jan Blachowicz,195.58,187.96,200.66,198.12,29,33,-700.0,500.0,1.0833,1.25,7.6200000000000045,2.539999999999992,-0.16670000000000007,1
4051,2016-09-03,,Light Heavyweight,Red,Ryan Bader,Ilir Latifi,187.96,177.8,187.96,185.42,33,33,-170.0,150.0,2.2778,0.8571,10.159999999999997,2.5400000000000205,1.4207,1
4052,2016-09-03,,Lightweight,Red,Nick Hein,Tae Hyun Bang,167.64,175.26,167.64,180.34,32,33,-335.0,275.0,0.75,0.5,-7.6200000000000045,-12.700000000000017,0.25,1
4053,2016-09-03,,Welterweight,Red,Jessin Ayari,Jimmy Wallhead,182.88,177.8,185.42,185.42,24,32,110.0,-130.0,,,5.079999999999984,0.0,,1
4054,2016-09-03,,Welterweight,Red,Peter Sobotta,Nicolas Dalby,182.88,180.34,190.5,187.96,29,31,170.0,-200.0,1.3333,2.6667,2.539999999999992,2.539999999999992,-1.3334000000000001,1
4055,2016-09-03,,Women's Bantamweight,Red,Ashlee Evans-Smith,Veronica Macedo,172.72,162.56,170.18,162.56,29,20,-240.0,200.0,1.0,,10.159999999999997,7.6200000000000045,,1
4056,2016-09-03,,Bantamweight,Red,Taylor Lapilus,Leandro Issa,167.64,170.18,185.42,175.26,24,32,-160.0,140.0,0.6667,1.75,-2.5400000000000205,10.159999999999997,-1.0833,1
4057,2016-09-03,,Middleweight,Blue,Scott Askham,Jack Hermansson,190.5,185.42,190.5,195.58,28,28,-105.0,-115.0,0.25,,5.0800000000000125,-5.0800000000000125,,0
4058,2016-09-03,,Lightweight,Red,Rustam Khabilov,Leandro Silva,172.72,175.26,185.42,182.88,29,30,-450.0,360.0,3.7143,1.7143,-2.539999999999992,2.539999999999992,2.0,1
4059,2016-08-27,,Welterweight,Red,Demian Maia,Carlos Condit,185.42,187.96,182.88,190.5,38,32,115.0,-135.0,2.3913,0.5,-2.5400000000000205,-7.6200000000000045,1.8913000000000002,1
4060,2016-08-27,,Featherweight,Red,Anthony Pettis,Charles Oliveira,177.8,177.8,182.88,187.96,29,26,-165.0,145.0,0.6667,1.0667,0.0,-5.0800000000000125,-0.4,1
4061,2016-08-27,,Women's Strawweight,Red,Paige VanZant,Bec Rawlings,162.56,167.64,165.1,162.56,22,27,-210.0,175.0,2.0,0.3333,-5.079999999999984,2.539999999999992,1.6667,1
4062,2016-08-27,,Lightweight,Blue,Joe Lauzon,Jim Miller,177.8,172.72,180.34,180.34,32,32,-140.0,120.0,1.1429,1.1739,5.0800000000000125,0.0,-0.030999999999999917,0
4063,2016-08-27,,Middleweight,Red,Sam Alvey,Kevin Casey,187.96,180.34,190.5,195.58,30,35,-270.0,230.0,0.0,0.5,7.6200000000000045,-5.0800000000000125,-0.5,1
4064,2016-08-27,,Featherweight,Blue,Enrique Barzola,Kyle Bochniak,170.18,170.18,177.8,177.8,27,29,115.0,-135.0,5.0,1.0,0.0,0.0,4.0,0
4065,2016-08-27,,Middleweight,Blue,Garreth McLellan,Alessio Di Chirico,185.42,182.88,182.88,187.96,33,26,270.0,-330.0,0.6667,2.0,2.539999999999992,-5.0800000000000125,-1.3333,0
4066,2016-08-27,,Lightweight,Blue,Shane Campbell,Felipe Silva,182.88,182.88,180.34,195.58,29,32,-160.0,140.0,1.0,,0.0,-15.240000000000009,,0
4067,2016-08-27,,Lightweight,Red,Chad Laprise,Thibault Gouti,177.8,177.8,180.34,182.88,30,29,-320.0,290.0,0.8,0.0,0.0,-2.539999999999992,0.8,1
4068,2016-08-27,,Lightweight,Red,Jeremy Kennedy,Alessandro Ricci,180.34,180.34,180.34,175.26,23,34,-145.0,125.0,,,0.0,5.0800000000000125,,1
4069,2016-08-20,,Welterweight,Blue,Nate Diaz,Conor McGregor,182.88,175.26,193.04,187.96,31,28,115.0,-135.0,0.7273,0.625,7.6200000000000045,5.079999999999984,0.10229999999999995,0
4070,2016-08-20,,Light Heavyweight,Red,Anthony Johnson,Glover Teixeira,187.96,187.96,198.12,193.04,32,36,-240.0,200.0,1.0588,1.5,0.0,5.0800000000000125,-0.44120000000000004,1
4071,2016-08-20,,Welterweight,Blue,Rick Story,Donald Cerrone,175.26,185.42,180.34,185.42,31,33,120.0,-140.0,2.1667,0.7619,-10.159999999999997,-5.079999999999984,1.4048,0
4072,2016-08-20,,Welterweight,Blue,Hyun Gyu Lim,Mike Perry,190.5,177.8,195.58,180.34,31,24,-275.0,235.0,0.2,,12.699999999999989,15.240000000000009,,0
4073,2016-08-20,,Welterweight,Red,Tim Means,Sabah Homasi,187.96,182.88,190.5,182.88,32,27,-420.0,335.0,0.6364,,5.0800000000000125,7.6200000000000045,,1
4074,2016-08-20,,Bantamweight,Red,Cody Garbrandt,Takeya Mizugaki,172.72,170.18,165.1,172.72,25,32,-525.0,415.0,1.0,1.3333,2.539999999999992,-7.6200000000000045,-0.33329999999999993,1
4075,2016-08-20,,Women's Bantamweight,Red,Raquel Pennington,Elizabeth Phillips,170.18,167.64,170.18,165.1,27,30,-320.0,260.0,1.0,0.6667,2.5400000000000205,5.0800000000000125,0.33330000000000004,1
4076,2016-08-20,,Featherweight,Red,Artem Lobov,Chris Avila,175.26,177.8,165.1,182.88,30,23,-140.0,120.0,0.0,,-2.5400000000000205,-17.78,,1
4077,2016-08-20,,Women's Strawweight,Blue,Randa Markos,Cortney Casey,162.56,170.18,160.02,170.18,31,29,-155.0,135.0,1.25,0.6667,-7.6200000000000045,-10.159999999999997,0.5833,0
4078,2016-08-20,,Welterweight,Blue,Neil Magny,Lorenz Larkin,190.5,180.34,203.2,182.88,29,29,-140.0,120.0,2.4286,0.1111,10.159999999999997,20.319999999999993,2.3175,0
4079,2016-08-20,,Welterweight,Red,Colby Covington,Max Griffin,180.34,180.34,182.88,193.04,28,30,-420.0,335.0,3.0,,0.0,-10.159999999999997,,1
4080,2016-08-20,,Middleweight,Blue,Alberto Uda,Marvin Vettori,190.5,182.88,195.58,187.96,32,22,145.0,-165.0,1.0,,7.6200000000000045,7.6200000000000045,,0
4081,2016-08-06,,Featherweight,Red,Yair Rodriguez,Alex Caceres,180.34,177.8,180.34,185.42,23,28,-335.0,275.0,1.75,0.5714,2.539999999999992,-5.079999999999984,1.1785999999999999,1
4082,2016-08-06,,Featherweight,Red,Dennis Bermudez,Rony Jason,167.64,170.18,167.64,177.8,29,32,-300.0,250.0,3.0,0.4286,-2.5400000000000205,-10.160000000000025,2.5714,1
4083,2016-08-06,,Middleweight,Red,Thales Leites,Chris Camozzi,185.42,187.96,198.12,193.04,34,29,-175.0,155.0,1.6667,0.25,-2.5400000000000205,5.0800000000000125,1.4167,1
4084,2016-08-06,,Welterweight,Red,Santiago Ponzinibbio,Zak Cummings,182.88,182.88,185.42,190.5,29,32,-110.0,-110.0,0.1667,1.2,0.0,-5.0800000000000125,-1.0332999999999999,1
4085,2016-08-06,,Middleweight,Red,Trevor Smith,Joe Gigliotti,190.5,180.34,190.5,175.26,35,22,110.0,-130.0,0.8333,,10.159999999999997,15.240000000000009,,1
4086,2016-08-06,,Women's Strawweight,Red,Maryna Moroz,Danielle Taylor,170.18,152.4,170.18,152.4,24,26,-275.0,235.0,0.3333,,17.78,17.78,,1
4087,2016-08-06,,Welterweight,Red,Court McGee,Dominique Steele,180.34,177.8,190.5,187.96,31,28,-150.0,130.0,1.8,3.3333,2.539999999999992,2.539999999999992,-1.5332999999999999,1
4088,2016-08-06,,Heavyweight,Blue,Viktor Pesta,Marcin Tybura,190.5,190.5,195.58,198.12,26,30,-110.0,-110.0,3.3333,1.0,0.0,-2.539999999999992,2.3333,0
4089,2016-08-06,,Lightweight,Red,David Teymur,Jason Novelli,175.26,182.88,185.42,190.5,27,37,-140.0,120.0,1.0,,-7.6200000000000045,-5.0800000000000125,,1
4090,2016-08-06,,Featherweight,Red,Teruto Ishihara,Horacio Gutierrez,170.18,177.8,175.26,175.26,25,25,-230.0,190.0,0.0,0.0,-7.6200000000000045,0.0,0.0,1
4091,2016-08-06,,Featherweight,Red,Cub Swanson,Tatsuya Kawajiri,172.72,170.18,177.8,175.26,32,38,-330.0,270.0,0.6,3.0,2.539999999999992,2.5400000000000205,-2.4,1
4092,2016-08-06,,Heavyweight,Blue,Chase Sherman,Justin Ledet,193.04,193.04,198.12,203.2,26,27,100.0,-120.0,,,0.0,-5.079999999999984,,0
4093,2016-07-30,,Welterweight,Blue,Robbie Lawler,Tyron Woodley,180.34,175.26,187.96,187.96,34,34,-120.0,100.0,1.0,0.4286,5.0800000000000125,0.0,0.5714,0
4094,2016-07-30,,Women's Strawweight,Blue,Rose Namajunas,Karolina Kowalkiewicz,165.1,160.02,165.1,162.56,24,30,-190.0,165.0,3.0,0.0,5.079999999999984,2.539999999999992,3.0,0
4095,2016-07-30,,Welterweight,Blue,Matt Brown,Jake Ellenberger,182.88,175.26,190.5,180.34,35,31,-310.0,255.0,1.0952,1.375,7.6200000000000045,10.159999999999997,-0.27980000000000005,0
4096,2016-07-30,,Bantamweight,Blue,Francisco Rivera,Erik Perez,172.72,172.72,172.72,172.72,34,26,130.0,-150.0,0.7,2.0,0.0,0.0,-1.3,0
4097,2016-07-30,,Flyweight,Red,Ryan Benoit,Fredy Serrano,165.1,160.02,172.72,165.1,26,36,-105.0,-115.0,0.3333,1.5,5.079999999999984,7.6200000000000045,-1.1667,1
4098,2016-07-30,,Light Heavyweight,Red,Nikita Krylov,Ed Herman,190.5,185.42,195.58,195.58,24,35,-240.0,200.0,0.0,1.6667,5.0800000000000125,0.0,-1.6667,1
4099,2016-07-30,,Welterweight,Blue,Ross Pearson,Jorge Masvidal,172.72,180.34,175.26,187.96,31,31,225.0,-265.0,0.65,1.4,-7.6200000000000045,-12.700000000000017,-0.7499999999999999,0
4100,2016-07-30,,Heavyweight,Red,Anthony Hamilton,Damian Grabowski,195.58,185.42,193.04,190.5,36,36,-135.0,115.0,1.6,0.0,10.160000000000025,2.539999999999992,1.6,1
4101,2016-07-30,,Flyweight,Red,Wilson Reis,Hector Sandoval,162.56,157.48,165.1,162.56,31,30,-360.0,300.0,4.3333,,5.0800000000000125,2.539999999999992,,1
4102,2016-07-30,,Lightweight,Blue,Cesar Arzamendia,Damien Brown,180.34,177.8,180.34,172.72,25,31,-105.0,-115.0,3.0,1.0,2.539999999999992,7.6200000000000045,2.0,0
4103,2016-07-23,,Women's Bantamweight,Blue,Holly Holm,Valentina Shevchenko,172.72,165.1,175.26,167.64,34,28,-190.0,165.0,0.5,2.5,7.6200000000000045,7.6200000000000045,-2.0,0
4104,2016-07-23,,Lightweight,Red,Edson Barboza,Gilbert Melendez,180.34,175.26,190.5,185.42,30,34,-255.0,215.0,0.4,0.75,5.0800000000000125,5.0800000000000125,-0.35,1
4105,2016-07-23,,Heavyweight,Red,Francis Ngannou,Bojan Mihajlovic,193.04,180.34,210.82,185.42,29,36,-600.0,450.0,0.0,,12.699999999999989,25.400000000000006,,1
4106,2016-07-23,,Women's Strawweight,Red,Felice Herrig,Kailin Curran,162.56,162.56,165.1,165.1,31,25,125.0,-145.0,0.5,2.6667,0.0,0.0,-2.1667,1
4107,2016-07-23,,Bantamweight,Blue,Frankie Saenz,Eddie Wineland,167.64,170.18,167.64,175.26,35,32,-155.0,135.0,2.25,0.25,-2.5400000000000205,-7.6200000000000045,2.0,0
4108,2016-07-23,,Featherweight,Red,Darren Elkins,Godofredo Pepey,177.8,170.18,180.34,185.42,32,29,-240.0,200.0,2.0714,0.1429,7.6200000000000045,-5.079999999999984,1.9285,1
4109,2016-07-23,,Welterweight,Red,Kamaru Usman,Alexander Yakovlev,182.88,190.5,193.04,187.96,29,32,-250.0,210.0,6.0,1.25,-7.6200000000000045,5.079999999999984,4.75,1
4110,2016-07-23,,Lightweight,Red,Michel Prazeres,JC Cottrell,167.64,175.26,170.18,180.34,34,26,-220.0,180.0,3.4,,-7.6200000000000045,-10.159999999999997,,1
4111,2016-07-23,,Welterweight,Red,Alex Oliveira,James Moontasri,180.34,177.8,193.04,180.34,28,28,-220.0,180.0,1.6,0.0,2.539999999999992,12.699999999999989,1.6,1
4112,2016-07-23,,Featherweight,Blue,Jim Alers,Jason Knight,175.26,177.8,180.34,180.34,29,24,-120.0,100.0,1.0,0.0,-2.5400000000000205,0.0,1.0,0
4113,2016-07-23,,Heavyweight,Red,Luis Henrique,Dmitrii Smoliakov,187.96,187.96,187.96,187.96,22,33,105.0,-125.0,1.0,,0.0,0.0,,1
4114,2016-07-13,,Bantamweight,Blue,Michael McDonald,John Lineker,175.26,160.02,177.8,170.18,25,26,-115.0,-105.0,0.75,0.5,15.23999999999998,7.6200000000000045,0.25,0
4115,2016-07-13,,Lightweight,Red,Tony Ferguson,Lando Vannata,180.34,175.26,193.04,180.34,32,24,-800.0,550.0,0.5455,,5.0800000000000125,12.699999999999989,,1
4116,2016-07-13,,Middleweight,Red,Tim Boetsch,Josh Samman,182.88,190.5,187.96,200.66,35,28,205.0,-245.0,1.0556,0.75,-7.6200000000000045,-12.699999999999989,0.3056000000000001,1
4117,2016-07-13,,Heavyweight,Blue,Aleksei Oleinik,Daniel Omielanczuk,187.96,182.88,203.2,187.96,39,33,-185.0,160.0,0.5,0.6,5.0800000000000125,15.23999999999998,-0.09999999999999998,0
4118,2016-07-13,,Welterweight,Blue,Kyle Noke,Keita Nakamura,185.42,180.34,193.04,185.42,36,32,-155.0,135.0,0.9,1.8,5.079999999999984,7.6200000000000045,-0.9,0
4119,2016-07-13,,Flyweight,Red,Louis Smolka,Ben Nguyen,175.26,165.1,172.72,165.1,24,27,105.0,-125.0,1.6,0.0,10.159999999999997,7.6200000000000045,1.6,1
4120,2016-07-13,,Women's Bantamweight,Blue,Lauren Murphy,Katlyn Chookagian,170.18,175.26,170.18,172.72,32,27,-170.0,150.0,1.0,,-5.079999999999984,-2.539999999999992,,0
4121,2016-07-13,,Middleweight,Blue,Eric Spicely,Sam Alvey,185.42,187.96,185.42,190.5,29,30,235.0,-275.0,,0.0,-2.5400000000000205,-5.0800000000000125,,0
4122,2016-07-13,,Women's Strawweight,Red,Cortney Casey,Cristina Stanciu,170.18,160.02,170.18,162.56,29,22,140.0,-160.0,0.0,1.0,10.159999999999997,7.6200000000000045,-1.0,1
4123,2016-07-13,,Lightweight,Red,Scott Holtzman,Cody Pfister,175.26,177.8,175.26,185.42,32,26,-260.0,220.0,1.5,2.3333,-2.5400000000000205,-10.159999999999997,-0.8332999999999999,1
4124,2016-07-13,,Bantamweight,Red,Rani Yahya,Matthew Lopez,167.64,170.18,170.18,175.26,31,29,150.0,-170.0,2.2222,,-2.5400000000000205,-5.079999999999984,,1
4125,2016-07-13,,Middleweight,Blue,Devin Clark,Alex Nicholson,182.88,193.04,190.5,205.74,26,26,-220.0,180.0,,0.0,-10.159999999999997,-15.240000000000009,,0
4126,2016-07-09,,Women's Bantamweight,Blue,Miesha Tate,Amanda Nunes,167.64,172.72,165.1,175.26,29,28,265.0,-325.0,1.2857,1.0,-5.0800000000000125,-10.159999999999997,0.28570000000000007,0
4127,2016-07-09,,Light Heavyweight,Red,Daniel Cormier,Anderson Silva,180.34,187.96,182.88,195.58,37,41,-430.0,345.0,1.5714,0.15,-7.6200000000000045,-12.700000000000017,1.4214,1
4128,2016-07-09,,Featherweight,Red,Jose Aldo,Frankie Edgar,170.18,167.64,177.8,172.72,29,34,120.0,-140.0,1.5,3.2105,2.5400000000000205,5.0800000000000125,-1.7105000000000001,1
4129,2016-07-09,,Heavyweight,Red,Cain Velasquez,Travis Browne,185.42,198.12,195.58,200.66,33,33,-355.0,295.0,2.5385,0.7692,-12.700000000000017,-5.079999999999984,1.7692999999999999,1
4130,2016-07-09,,Women's Bantamweight,Blue,Cat Zingano,Julianna Pena,167.64,167.64,172.72,175.26,34,26,-175.0,155.0,1.3333,2.0,0.0,-2.539999999999992,-0.6667000000000001,0
4131,2016-07-09,,Welterweight,Blue,Johny Hendricks,Kelvin Gastelum,175.26,175.26,175.26,180.34,32,24,-105.0,-115.0,3.375,1.125,0.0,-5.0800000000000125,2.25,0
4132,2016-07-09,,Bantamweight,Red,TJ Dillashaw,Raphael Assuncao,167.64,165.1,170.18,167.64,30,33,-420.0,335.0,1.3636,1.375,2.539999999999992,2.5400000000000205,-0.011400000000000077,1
4133,2016-07-09,,Lightweight,Red,Sage Northcutt,Enrique Marin,182.88,177.8,180.34,187.96,20,29,-490.0,390.0,1.3333,1.0,5.079999999999984,-7.6200000000000045,0.33329999999999993,1
4134,2016-07-09,,Lightweight,Blue,Diego Sanchez,Joe Lauzon,177.8,177.8,182.88,180.34,34,32,-125.0,105.0,1.2174,1.2,0.0,2.539999999999992,0.017400000000000082,0
4135,2016-07-09,,Middleweight,Red,Gegard Mousasi,Thiago Santos,187.96,187.96,193.04,193.04,30,32,-290.0,245.0,0.625,0.1429,0.0,0.0,0.4821,1
4136,2016-07-09,,Lightweight,Red,Jim Miller,Takanori Gomi,172.72,170.18,180.34,177.8,32,37,-290.0,245.0,1.1818,0.1,2.539999999999992,2.539999999999992,1.0817999999999999,1
4137,2016-07-08,,Women's Strawweight,Red,Joanna Jedrzejczyk,Claudia Gadelha,167.64,162.56,165.1,160.02,28,27,-130.0,110.0,0.0,5.3333,5.079999999999984,5.079999999999984,-5.3333,1
4138,2016-07-08,,Light Heavyweight,Red,Andrew Sanchez,Khalil Rountree Jr.,185.42,185.42,187.96,193.04,28,26,-160.0,140.0,,,0.0,-5.079999999999984,,1
4139,2016-07-08,,Women's Strawweight,Red,Tatiana Suarez,Amanda Cooper,165.1,160.02,167.64,162.56,25,24,-370.0,310.0,,,5.079999999999984,5.079999999999984,,1
4140,2016-07-08,,Lightweight,Blue,Ross Pearson,Will Brooks,172.72,177.8,175.26,182.88,31,29,305.0,-365.0,0.6842,,-5.0800000000000125,-7.6200000000000045,,0
4141,2016-07-08,,Featherweight,Red,Dooho Choi,Thiago Tavares,177.8,170.18,177.8,172.72,25,31,-220.0,180.0,0.0,2.3529,7.6200000000000045,5.0800000000000125,-2.3529,1
4142,2016-07-08,,Lightweight,Red,Joaquim Silva,Andrew Holbrook,172.72,180.34,175.26,177.8,27,30,115.0,-135.0,0.0,0.0,-7.6200000000000045,-2.5400000000000205,0.0,1
4143,2016-07-08,,Featherweight,Red,Gray Maynard,Fernando Bruno,175.26,167.64,177.8,177.8,37,34,-165.0,145.0,2.25,2.0,7.6200000000000045,0.0,0.25,1
4144,2016-07-08,,Flyweight,Blue,John Moraga,Matheus Nicolau,167.64,167.64,167.64,167.64,32,23,-140.0,120.0,0.5,3.0,0.0,0.0,-2.5,0
4145,2016-07-08,,Light Heavyweight,Blue,Cory Hendricks,Josh Stansbury,190.5,187.96,196.0,187.96,28,31,-145.0,125.0,,,2.539999999999992,8.039999999999992,,0
4146,2016-07-08,,Middleweight,Red,Cezar Ferreira,Anthony Smith,185.42,193.04,198.12,193.04,31,27,-115.0,-105.0,1.125,1.0,-7.6200000000000045,5.0800000000000125,0.125,1
4147,2016-07-08,,Lightweight,Blue,Jake Matthews,Kevin Lee,180.34,175.26,185.42,195.58,21,23,-160.0,140.0,1.4,2.1429,5.0800000000000125,-10.160000000000025,-0.7429000000000001,0
4148,2016-07-08,,Welterweight,Red,Li Jingliang,Anton Zafir,182.88,180.34,180.34,182.88,28,29,-310.0,255.0,1.25,1.0,2.539999999999992,-2.539999999999992,0.25,1
4149,2016-07-07,,Lightweight,Blue,Rafael Dos Anjos,Eddie Alvarez,172.72,175.26,177.8,175.26,31,32,-290.0,245.0,2.0526,3.0,-2.539999999999992,2.5400000000000205,-0.9474,0
4150,2016-07-07,,Heavyweight,Blue,Roy Nelson,Derrick Lewis,182.88,190.5,182.88,200.66,40,31,-130.0,110.0,0.5,0.375,-7.6200000000000045,-17.78,0.125,0
4151,2016-07-07,,Welterweight,Red,Alan Jouban,Belal Muhammad,182.88,180.34,185.42,182.88,34,27,-145.0,125.0,0.1667,,2.539999999999992,2.539999999999992,,1
4152,2016-07-07,,Lightweight,Red,Joe Duffy,Mitch Clarke,177.8,177.8,185.42,185.42,28,30,-440.0,390.0,0.0,0.6,0.0,0.0,-0.6,1
4153,2016-07-07,,Welterweight,Blue,Mike Pyle,Alberto Mina,182.88,182.88,187.96,195.58,40,34,-125.0,105.0,1.0,1.0,0.0,-7.6200000000000045,0.0,0
4154,2016-07-07,,Lightweight,Red,John Makdessi,Mehdi Baghdad,172.72,185.42,172.72,190.5,31,31,-130.0,110.0,0.0,0.0,-12.699999999999989,-17.78,0.0,1
